티커종목코드,고객구성중분류코드,평균고객계좌수비율,평균고객투자비율
ABCB        ,30~39세,39.93573174603175,52.322696825396825
ABCB        ,3천만원~1억원미만,23.853612962962963,14.672337037037037
ABCB        ,3천만원미만,71.59488571428572,84.51325079365078
ABCB        ,40~49세,26.14452105263158,16.069668421052633
ABCB        ,60세~,24.81103015873016,10.400696825396826
ABCB        ,일반투자자,91.0053,78.798173015873
ABCB        ,투자고수,33.3333,78.57147647058822
ABCL        ,0~29세,13.014607936507936,3.4177
ABCL        ,10억원이상,1.0266,4.922965079365079
ABCL        ,1억원이상~10억원미만,14.570944444444445,36.756612698412695
ABCL        ,30~39세,28.715374603174602,38.3397873015873
ABCL        ,3천만원~1억원미만,24.69514761904762,17.170485714285714
ABCL        ,3천만원미만,59.43956349206349,41.14907777777778
ABCL        ,40~49세,30.56277619047619,29.909434920634922
ABCL        ,50~59세,22.90473492063492,20.380126984126985
ABCL        ,60세~,4.802490476190476,7.9529507936507935
ABCL        ,일반투자자,96.74706666666667,98.04216825396826
ABCL        ,투자고수,3.2529333333333335,1.957833333333333
ABG         ,0~29세,50.0,83.33334444444444
ABG         ,30~39세,50.0,16.66665714285714
ABG         ,3천만원미만,100.0,100.0
ABG         ,일반투자자,100.0,100.0
ABM         ,1억원이상~10억원미만,22.53966984126984,16.48813492063492
ABM         ,30~39세,48.412684126984125,46.070231746031745
ABM         ,3천만원~1억원미만,27.835079365079366,32.69629047619048
ABM         ,3천만원미만,49.62520634920635,50.81557777777778
ABM         ,40~49세,33.633138095238095,34.935990476190476
ABM         ,50~59세,17.954133333333335,18.99378888888889
ABM         ,일반투자자,96.64903015873016,93.62579682539682
ABM         ,투자고수,12.4183,23.62204705882353
ABNB        ,0~29세,19.913019047619045,11.47278888888889
ABNB        ,10억원이상,0.6643238095238095,6.528076190476191
ABNB        ,1억원이상~10억원미만,17.732473015873015,42.08549841269841
ABNB        ,30~39세,40.69155555555556,31.51021111111111
ABNB        ,3천만원~1억원미만,26.861914285714285,26.312495238095238
ABNB        ,3천만원미만,54.741282539682544,25.07393015873016
ABNB        ,40~49세,23.33719523809524,27.225607936507934
ABNB        ,50~59세,11.515049206349206,14.827422222222223
ABNB        ,60세~,4.543169841269841,14.963980952380954
ABNB        ,일반투자자,98.5049253968254,98.42229841269841
ABNB        ,투자고수,1.4950746031746032,1.5777015873015874
ABOS        ,0~29세,18.414468253968252,22.634238095238093
ABOS        ,1억원이상~10억원미만,11.7454,0.47151269841269844
ABOS        ,30~39세,11.61226129032258,11.697320967741934
ABOS        ,3천만원~1억원미만,10.456782222222223,4.24646
ABOS        ,3천만원미만,80.78546825396825,96.4953
ABOS        ,40~49세,53.22059206349206,63.17186984126984
ABOS        ,50~59세,16.93699523809524,2.6822396825396826
ABOS        ,일반투자자,98.8888873015873,99.40833333333335
ABOS        ,투자고수,17.500025,9.31875
ABR         ,0~29세,15.864587301587303,5.758853968253968
ABR         ,10억원이상,0.6055507936507937,0.48335873015873015
ABR         ,1억원이상~10억원미만,22.287657142857142,55.78063492063492
ABR         ,30~39세,29.38383015873016,26.59039047619048
ABR         ,3천만원~1억원미만,26.38476031746032,30.12533492063492
ABR         ,3천만원미만,50.722033333333336,13.610684126984127
ABR         ,40~49세,30.97644126984127,20.937879365079365
ABR         ,50~59세,17.69084761904762,33.37324920634921
ABR         ,60세~,6.084296825396826,13.339638095238096
ABR         ,일반투자자,98.41760158730159,99.2082126984127
ABR         ,투자고수,1.5823984126984127,0.7917888888888889
ABSI        ,0~29세,24.8053873015873,4.294371428571428
ABSI        ,10억원이상,2.194436507936508,60.798320634920636
ABSI        ,1억원이상~10억원미만,23.032860317460315,12.542039682539682
ABSI        ,30~39세,26.053626984126986,17.17216984126984
ABSI        ,3천만원~1억원미만,19.239582539682537,9.665642857142858
ABSI        ,3천만원미만,55.298701587301586,16.993757142857145
ABSI        ,40~49세,28.108290476190476,12.650219047619048
ABSI        ,50~59세,14.223253968253967,63.68324761904762
ABSI        ,60세~,6.809453968253968,2.1999873015873015
ABSI        ,일반투자자,97.09178412698412,98.88805714285715
ABSI        ,투자고수,2.908215873015873,1.1119444444444444
ABT         ,0~29세,16.994361904761906,12.330449206349206
ABT         ,10억원이상,0.758573015873016,3.2175873015873018
ABT         ,1억원이상~10억원미만,23.954473015873013,47.01655873015873
ABT         ,30~39세,32.61571269841269,27.28649365079365
ABT         ,3천만원~1억원미만,30.48391904761905,26.641649206349207
ABT         ,3천만원미만,44.80301587301587,23.124207936507936
ABT         ,40~49세,32.88361587301588,36.89102698412699
ABT         ,50~59세,12.52413492063492,19.026260317460316
ABT         ,60세~,4.982169841269842,4.465768253968253
ABT         ,일반투자자,98.43963174603174,97.08356349206349
ABT         ,투자고수,1.560368253968254,2.916436507936508
ABUS        ,0~29세,12.35672380952381,4.6811412698412695
ABUS        ,1억원이상~10억원미만,12.512963492063491,19.880920634920635
ABUS        ,30~39세,43.42100158730158,59.63710952380953
ABUS        ,3천만원~1억원미만,18.257787301587303,51.149146031746035
ABUS        ,3천만원미만,69.22926031746032,28.969920634920634
ABUS        ,40~49세,26.46470634920635,31.299187301587303
ABUS        ,50~59세,12.419719047619049,2.4958587301587305
ABUS        ,60세~,5.337869841269841,1.8866904761904764
ABUS        ,일반투자자,93.58814603174604,85.03780793650795
ABUS        ,투자고수,6.411853968253968,14.962192063492063
AC          ,30~39세,100.0,100.0
AC          ,3천만원미만,100.0,100.0
AC          ,일반투자자,100.0,100.0
ACAD        ,0~29세,16.53357619047619,7.429795238095237
ACAD        ,1억원이상~10억원미만,10.599127419354838,9.479283870967741
ACAD        ,30~39세,38.3798,64.95080317460318
ACAD        ,3천만원~1억원미만,26.81735873015873,29.024638095238096
ACAD        ,3천만원미만,62.75175396825397,61.64652857142857
ACAD        ,40~49세,34.47928888888889,26.664788888888886
ACAD        ,50~59세,10.60725396825397,0.9545968253968254
ACAD        ,일반투자자,95.87742857142858,99.6218746031746
ACAD        ,투자고수,11.292260869565217,1.0357347826086956
ACCD        ,0~29세,15.890154285714285,26.436797142857145
ACCD        ,1억원이상~10억원미만,13.039747619047619,8.407446031746032
ACCD        ,30~39세,21.927698412698412,25.04083492063492
ACCD        ,3천만원~1억원미만,19.934945833333334,54.011833333333335
ACCD        ,3천만원미만,79.366,71.01662857142857
ACCD        ,40~49세,36.012634920634916,38.66836666666667
ACCD        ,50~59세,33.23178412698413,21.60369365079365
ACCD        ,일반투자자,97.83527142857142,98.12223492063491
ACCD        ,투자고수,7.576549999999999,6.572177777777778
ACCO        ,0~29세,30.18207619047619,55.02454920634921
ACCO        ,1억원이상~10억원미만,6.2083849056603775,0.5503943396226415
ACCO        ,30~39세,13.322828571428571,4.895014285714286
ACCO        ,3천만원~1억원미만,6.25,0.5619799999999999
ACCO        ,3천만원미만,93.78500952380952,99.44776984126985
ACCO        ,40~49세,31.074933333333334,7.077047619047619
ACCO        ,50~59세,6.775209523809523,3.1816365079365077
ACCO        ,60세~,18.644961904761903,29.82173015873016
ACCO        ,일반투자자,99.6265142857143,99.90101587301588
ACCO        ,투자고수,5.8824,1.559
ACDC        ,0~29세,11.578033333333334,7.404246031746032
ACDC        ,10억원이상,1.1366999999999998,0.17424516129032258
ACDC        ,1억원이상~10억원미만,13.195239682539682,33.62073650793651
ACDC        ,30~39세,33.77238888888889,37.51407619047619
ACDC        ,3천만원~1억원미만,16.246257142857143,8.705363492063492
ACDC        ,3천만원미만,69.99915873015873,57.58817619047619
ACDC        ,40~49세,30.0607126984127,25.05092380952381
ACDC        ,50~59세,18.31316031746032,15.585357142857143
ACDC        ,60세~,6.275760317460318,14.445377777777779
ACDC        ,일반투자자,95.72388412698413,97.5872746031746
ACDC        ,투자고수,4.276115873015874,2.412726984126984
ACGL        ,0~29세,31.249674603174604,10.288438095238096
ACGL        ,1억원이상~10억원미만,35.06171111111111,68.71510634920635
ACGL        ,30~39세,29.59811904761905,19.239560317460317
ACGL        ,3천만원~1억원미만,25.888122222222222,11.98488253968254
ACGL        ,3천만원미만,39.0501253968254,19.300003174603177
ACGL        ,40~49세,32.58627777777778,60.529746031746036
ACGL        ,50~59세,14.773239285714284,22.370035714285713
ACGL        ,일반투자자,95.48753015873015,98.24398253968253
ACGL        ,투자고수,11.845233333333333,4.609545833333333
ACHC        ,0~29세,85.71428571428571,80.1020365079365
ACHC        ,1억원이상~10억원미만,50.0,69.64287222222222
ACHC        ,3천만원미만,85.71428571428571,80.1020365079365
ACHC        ,50~59세,50.0,69.64287222222222
ACHC        ,일반투자자,100.0,100.0
ACHC        ,투자고수,100.0,100.0
ACHR        ,0~29세,19.90281111111111,11.022071428571428
ACHR        ,10억원이상,0.2717333333333333,12.599961904761905
ACHR        ,1억원이상~10억원미만,9.507896825396827,25.724809523809522
ACHR        ,30~39세,23.45741746031746,17.47564285714286
ACHR        ,3천만원~1억원미만,23.620455555555555,38.30482222222223
ACHR        ,3천만원미만,66.59991111111111,23.3704126984127
ACHR        ,40~49세,25.3252873015873,28.774150793650794
ACHR        ,50~59세,25.194047619047616,33.93121587301587
ACHR        ,60세~,6.120434920634921,8.796926984126985
ACHR        ,일반투자자,97.32118253968254,98.20495396825397
ACHR        ,투자고수,2.67881746031746,1.795047619047619
ACHV        ,0~29세,19.10533015873016,13.25945238095238
ACHV        ,1억원이상~10억원미만,9.55266507936508,71.28732222222223
ACHV        ,30~39세,9.0909,0.8547
ACHV        ,3천만원~1억원미만,14.02596507936508,7.896868253968254
ACHV        ,3천만원미만,76.42136984126984,20.815812698412696
ACHV        ,40~49세,9.696965079365079,71.64847301587301
ACHV        ,50~59세,38.21066031746032,14.114826984126985
ACHV        ,60세~,28.65799523809524,0.5702825396825396
ACHV        ,일반투자자,94.5166,99.87113174603175
ACHV        ,투자고수,18.1818,0.4273
ACI         ,0~29세,35.10958095238095,12.046179365079366
ACI         ,30~39세,14.430577777777778,71.46780000000001
ACI         ,3천만원~1억원미만,14.07647090909091,3.875541818181818
ACI         ,3천만원미만,87.71101746031746,96.61659047619047
ACI         ,40~49세,37.26377142857143,2.5325587301587302
ACI         ,60세~,13.196011111111112,13.953423809523809
ACI         ,일반투자자,100.0,100.0
ACIU        ,0~29세,9.172438095238096,19.569979365079366
ACIU        ,10억원이상,2.1700650793650795,0.27341587301587306
ACIU        ,1억원이상~10억원미만,2.1700650793650795,0.02736031746031746
ACIU        ,30~39세,54.90572857142857,42.93719365079365
ACIU        ,3천만원~1억원미만,17.244474603174606,12.98316507936508
ACIU        ,3천만원미만,78.4153873015873,86.71608253968253
ACIU        ,40~49세,22.90131111111111,36.262503174603175
ACIU        ,50~59세,10.850420634920635,0.9569412698412699
ACIU        ,60세~,2.1700650793650795,0.27341587301587306
ACIU        ,일반투자자,89.54036666666667,89.56160634920634
ACIU        ,투자고수,10.459633333333334,10.43839365079365
ACIW        ,30~39세,50.0,75.000025
ACIW        ,3천만원미만,100.0,100.0
ACIW        ,40~49세,96.82539682539682,95.23809365079364
ACIW        ,일반투자자,100.0,100.0
ACLS        ,0~29세,18.541068253968252,15.223576190476189
ACLS        ,10억원이상,2.0688,4.123247619047619
ACLS        ,1억원이상~10억원미만,28.189922222222222,55.56688412698413
ACLS        ,30~39세,33.17685238095238,26.52960158730159
ACLS        ,3천만원~1억원미만,32.76897619047619,29.730736507936506
ACLS        ,3천만원미만,36.97230634920635,10.579139682539683
ACLS        ,40~49세,18.805988888888887,11.728246031746032
ACLS        ,50~59세,17.01063015873016,37.76275555555556
ACLS        ,60세~,12.465457142857144,8.755819047619049
ACLS        ,일반투자자,97.0801619047619,95.14694444444444
ACLS        ,투자고수,2.9198380952380956,4.853055555555556
ACLX        ,0~29세,25.0,1.5374
ACLX        ,10억원이상,32.93647619047619,70.9368634920635
ACLX        ,1억원이상~10억원미만,32.93647619047619,0.07096349206349206
ACLX        ,30~39세,32.93647619047619,0.07096349206349206
ACLX        ,3천만원~1억원미만,32.93647619047619,28.942241269841272
ACLX        ,3천만원미만,25.0,1.0485666666666666
ACLX        ,40~49세,33.33330158730159,28.943366666666666
ACLX        ,50~59세,32.93647619047619,70.9368634920635
ACLX        ,일반투자자,100.0,100.0
ACM         ,0~29세,45.78230476190477,72.04191587301587
ACM         ,1억원이상~10억원미만,15.826347058823528,14.558823529411764
ACM         ,30~39세,37.05212857142857,23.614061904761904
ACM         ,3천만원~1억원미만,14.2857,55.5556
ACM         ,3천만원미만,88.73771111111111,81.5608476190476
ACM         ,40~49세,17.16554761904762,4.3440063492063485
ACM         ,일반투자자,100.0,100.0
ACMR        ,0~29세,22.052860317460315,16.87571111111111
ACMR        ,1억원이상~10억원미만,22.716395238095238,55.057625396825394
ACMR        ,30~39세,28.38855873015873,20.997560317460316
ACMR        ,3천만원~1억원미만,32.6406873015873,25.320904761904764
ACMR        ,3천만원미만,44.64289206349206,19.62147619047619
ACMR        ,40~49세,26.9044126984127,29.978033333333332
ACMR        ,50~59세,16.5693746031746,29.227555555555554
ACMR        ,60세~,6.084809523809524,2.921160317460317
ACMR        ,일반투자자,96.03081904761905,99.08150317460317
ACMR        ,투자고수,3.9691809523809525,0.9184984126984127
ACN         ,0~29세,19.274209523809525,6.160371428571429
ACN         ,10억원이상,1.8050023255813954,7.434562790697674
ACN         ,1억원이상~10억원미만,25.446080952380953,69.64149206349207
ACN         ,30~39세,38.55090793650793,22.400912698412696
ACN         ,3천만원~1억원미만,37.78617777777778,15.67164126984127
ACN         ,3천만원미만,35.53575238095238,9.61249365079365
ACN         ,40~49세,26.694022222222223,11.031128571428571
ACN         ,50~59세,14.661511111111112,58.431601587301586
ACN         ,60세~,1.780006896551724,4.29266551724138
ACN         ,일반투자자,98.9169984126984,99.62285714285714
ACN         ,투자고수,1.7057275,0.594
ACRE        ,0~29세,13.060085714285714,2.5951190476190478
ACRE        ,1억원이상~10억원미만,20.32965714285714,51.5248126984127
ACRE        ,30~39세,34.05101587301587,65.15593174603174
ACRE        ,3천만원~1억원미만,29.482025396825396,23.445004761904762
ACRE        ,3천만원미만,50.18830158730159,25.03018571428571
ACRE        ,40~49세,39.15692698412698,22.764055555555558
ACRE        ,50~59세,8.6026,6.898431746031746
ACRE        ,60세~,5.129369841269842,2.5864650793650794
ACRE        ,일반투자자,97.65302222222222,99.63325079365079
ACRE        ,투자고수,2.3469777777777776,0.3667492063492063
ACRS        ,0~29세,21.130826984126983,11.595392063492065
ACRS        ,1억원이상~10억원미만,7.234134375,1.08185
ACRS        ,30~39세,11.574307936507935,4.850752380952381
ACRS        ,3천만원~1억원미만,27.741711111111112,8.535744444444443
ACRS        ,3천만원미만,68.58380952380952,90.91474126984127
ACRS        ,40~49세,35.91779841269842,53.27753809523809
ACRS        ,50~59세,19.847312698412697,14.57160476190476
ACRS        ,60세~,11.529722222222222,15.704714285714287
ACRS        ,일반투자자,99.41335555555555,98.87047301587302
ACRS        ,투자고수,3.6958599999999997,7.116020000000001
ACRV        ,1억원이상~10억원미만,33.3333,88.2023
ACRV        ,30~39세,69.3122,18.91287619047619
ACRV        ,3천만원~1억원미만,33.3333,84.55286923076923
ACRV        ,3천만원미만,68.78309841269842,18.90395873015873
ACRV        ,40~49세,33.3333,88.07739310344827
ACRV        ,일반투자자,89.9471,96.5310746031746
ACRV        ,투자고수,33.3333,11.502226315789475
ACT         ,1억원이상~10억원미만,100.0,100.0
ACT         ,50~59세,100.0,100.0
ACT         ,일반투자자,100.0,100.0
ACTG        ,1억원이상~10억원미만,11.671071428571429,0.5076825396825397
ACTG        ,30~39세,46.684285714285714,73.11109206349207
ACTG        ,3천만원~1억원미만,28.862420634920635,17.1005126984127
ACTG        ,3천만원미만,59.46650793650794,82.39180952380953
ACTG        ,40~49세,41.644603174603176,16.734603174603173
ACTG        ,50~59세,11.671071428571429,10.154307936507937
ACTG        ,일반투자자,96.5608492063492,94.37394920634921
ACTG        ,투자고수,11.403500000000001,18.6548
ACVA        ,1억원이상~10억원미만,62.5,39.189175
ACVA        ,30~39세,62.5,39.189175
ACVA        ,3천만원미만,50.0,81.0811
ACVA        ,50~59세,50.0,81.0811
ACVA        ,일반투자자,100.0,100.0
ADBE        ,0~29세,18.107442857142857,10.220990476190476
ADBE        ,10억원이상,0.8964888888888889,9.097234920634921
ADBE        ,1억원이상~10억원미만,24.173676190476193,43.77068571428571
ADBE        ,30~39세,43.047555555555554,36.55372380952381
ADBE        ,3천만원~1억원미만,34.53653650793651,29.464034920634923
ADBE        ,3천만원미만,40.393301587301586,17.66805396825397
ADBE        ,40~49세,22.316284126984126,27.29973492063492
ADBE        ,50~59세,11.388693650793652,17.319326984126985
ADBE        ,60세~,5.140025396825397,8.606239682539682
ADBE        ,일반투자자,97.28920000000001,96.12836507936508
ADBE        ,투자고수,2.7108,3.871634920634921
ADC         ,0~29세,17.86496349206349,2.171807936507937
ADC         ,10억원이상,2.735341666666667,2.3610166666666665
ADC         ,1억원이상~10억원미만,31.506152380952383,70.65998571428571
ADC         ,30~39세,24.991642857142857,36.03958412698413
ADC         ,3천만원~1억원미만,29.17731746031746,21.98052857142857
ADC         ,3천만원미만,38.795498412698414,6.909761904761905
ADC         ,40~49세,32.70451111111111,43.06750793650794
ADC         ,50~59세,14.366180952380953,9.964733333333333
ADC         ,60세~,10.072703174603173,8.756366666666667
ADC         ,일반투자자,99.84025238095239,99.88943650793651
ADC         ,투자고수,2.516025,1.741375
ADEA        ,0~29세,51.635419047619045,7.732511111111112
ADEA        ,1억원이상~10억원미만,14.400523913043477,6.393460869565217
ADEA        ,30~39세,18.872052380952383,2.18464126984127
ADEA        ,3천만원~1억원미만,35.40642698412698,87.1370253968254
ADEA        ,3천만원미만,54.07890476190476,8.194701587301587
ADEA        ,40~49세,15.612647826086956,10.525684782608694
ADEA        ,50~59세,18.09283174603175,82.39739523809524
ADEA        ,일반투자자,100.0,100.0
ADI         ,0~29세,26.67639365079365,21.13730158730159
ADI         ,10억원이상,3.3908,67.91665
ADI         ,1억원이상~10억원미만,30.859034920634922,30.117455555555555
ADI         ,30~39세,21.75303492063492,7.347731746031746
ADI         ,3천만원~1억원미만,24.36937777777778,38.784634920634915
ADI         ,3천만원미만,44.56474285714285,28.941825396825397
ADI         ,40~49세,26.244868253968253,26.086812698412697
ADI         ,50~59세,19.264096825396823,8.65439365079365
ADI         ,60세~,6.061612698412699,36.77376507936508
ADI         ,일반투자자,94.76179841269841,94.85627142857143
ADI         ,투자고수,6.000121818181818,5.8919072727272725
ADM         ,0~29세,21.26141746031746,17.178857142857144
ADM         ,10억원이상,0.3181015873015873,3.212604761904762
ADM         ,1억원이상~10억원미만,15.536047619047618,32.386092063492065
ADM         ,30~39세,34.53751904761904,38.68685714285714
ADM         ,3천만원~1억원미만,28.062814285714285,35.870730158730154
ADM         ,3천만원미만,56.08305714285714,28.530573015873014
ADM         ,40~49세,31.035487301587303,27.618422222222225
ADM         ,50~59세,11.18886507936508,14.244530158730159
ADM         ,60세~,1.9767222222222223,2.271325396825397
ADM         ,일반투자자,97.75239047619047,98.43381428571428
ADM         ,투자고수,2.247609523809524,1.5661857142857143
ADMA        ,0~29세,20.95686031746032,10.461698412698412
ADMA        ,10억원이상,2.3529184210526317,4.518805263157894
ADMA        ,1억원이상~10억원미만,9.59653492063492,41.09520952380952
ADMA        ,30~39세,46.87696031746032,70.97355555555555
ADMA        ,3천만원~1억원미만,12.08296984126984,40.80556666666667
ADMA        ,3천만원미만,76.90128412698412,15.37359365079365
ADMA        ,40~49세,14.88912380952381,8.619487301587302
ADMA        ,50~59세,8.002657142857142,3.3553952380952383
ADMA        ,60세~,9.274385714285714,6.589860317460317
ADMA        ,일반투자자,90.94384285714285,84.57685396825397
ADMA        ,투자고수,9.056157142857144,15.42314603174603
ADNT        ,0~29세,25.158722222222224,7.3064317460317465
ADNT        ,10억원이상,21.190484126984124,16.095042857142857
ADNT        ,1억원이상~10억원미만,22.142865079365077,76.02847936507936
ADNT        ,3천만원미만,56.666674603174606,7.876501587301587
ADNT        ,40~49세,18.571442857142856,0.5350685714285714
ADNT        ,50~59세,64.52380952380952,92.39630793650794
ADNT        ,일반투자자,83.9682619047619,88.96349365079365
ADNT        ,투자고수,28.055541666666667,19.31388611111111
ADP         ,0~29세,17.994106349206348,14.22290634920635
ADP         ,1억원이상~10억원미만,38.554992063492065,59.22895873015873
ADP         ,30~39세,31.216626984126986,43.47268571428571
ADP         ,3천만원~1억원미만,36.02909523809524,26.908303174603173
ADP         ,3천만원미만,25.41588412698413,13.862733333333335
ADP         ,40~49세,33.8731126984127,25.45787619047619
ADP         ,50~59세,14.874730158730157,11.521839682539683
ADP         ,60세~,2.0414380952380955,5.324696825396825
ADP         ,일반투자자,98.33366190476191,99.68310317460318
ADP         ,투자고수,1.9807415094339622,0.37668867924528304
ADPT        ,0~29세,9.607979365079364,1.5497730158730159
ADPT        ,1억원이상~10억원미만,24.583926984126983,20.37793015873016
ADPT        ,30~39세,32.744099999999996,33.97924444444444
ADPT        ,3천만원~1억원미만,14.533425396825395,18.51929841269841
ADPT        ,3천만원미만,60.88264603174603,61.10277142857143
ADPT        ,40~49세,19.215966666666667,7.748884126984127
